sgRNA	Gene	plasmid	ESC1
chr6:127923650-127923673	TSPAN11	290.4205880770816	491.5944956446808
chr4:59213229-59213252	UGCG	222.08633205894475	375.2214623836612
chr15:100353412-100353435	METTL7A2	240.11898295261975	240.35925561388154
chr8:70678021-70678044	LSM4	138.56668581455529	170.75295534560814
chr10:128641129-128641152	IKZF4	24.67625911766053	39.15354390090378
chr1:23891981-23892004	SMAP1	111.99225291861316	239.27165717218978
chr17:21314426-21314449	VMN1R237	44.60708378961711	44.591536109362636
chr1:45912224-45912247	SLC40A1	125.27946936658422	96.79626131056767
chr17:43497939-43497962	MEP1A	113.89042669689475	101.14665507733477
chr17:36773398-36773421	H2-M10.5	86.36690691181185	65.2559065015063
chr1:11562958-11562981	A830018L16RIK	126.22855625572501	277.33760263140175
chr10:111975590-111975613	KRR1	243.91533050918292	304.5275636736961
chr7:26186699-26186722	CYP2B9	79.72329868782631	77.21948936011579
chr17:37299864-37299887	OLFR101	230.62811406121185	376.309060825353
chr15:48673408-48673431	CSMD3	366.34753920834476	354.55709199151755
chr10:80260737-80260760	GAMT	38.91256245477237	29.365157925677835
chr1:20812613-20812636	MCM3	20.87991156109737	0.0
chr11:49460069-49460092	OLFR1387	159.44659737565263	332.80512315768215
chr11:99015034-99015057	TOP2A	68.33425601813684	3.262795325075315
chr14:32096544-32096567	OXNAD1	149.00664159510396	270.81201198125115
chr7:30253981-30254004	WDR62	40.81073623305395	51.11712675951327
chr7:24594540-24594563	ETHE1	111.04316602947237	94.62106442718414
chr4:148051468-148051491	MTHFR	116.73768736431711	63.080709618122754
chr9:49564937-49564960	NCAM1	35.116214898209215	13.05118130030126
chr14:54516568-54516591	PRMT5	49.35251823532106	0.0
chr5:145031609-145031632	GM4871	145.2102940385408	200.11811327128598
chr2:153232258-153232281	PLAGL2	142.36303337111843	252.32283847249101
chr14:20982654-20982677	VCL	88.26508069009343	30.452756367369606
chr11:6517941-6517964	MYO1G	228.72994028293027	185.97933352929294
chr4:123909865-123909888	MYCBP	149.00664159510396	190.32972729606004
chr7:25913892-25913915	CYP2B10	115.78860047517632	94.62106442718414
chrX:73798197-73798220	PDZD4	118.63586114259869	75.04429247673224
chr8:19749425-19749448	4930467E23RIK	71.18151668555922	113.11023793594426
chr6:48707993-48708016	GIMAP6	21.82899845023816	1.0875984416917717
chr14:49322315-49322338	SLC35F4	49.35251823532106	152.26378183684804
chr1:86529230-86529253	PTMA	93.95960202493816	40.24114234259555
chr12:105812279-105812302	PAPOLA	98.70503647064211	98.97145819395122
chr10:123704437-123704460	FAM19A2	62.63973468329211	149.0009865117727
chr5:53064809-53064832	SLC34A2	83.51964624438948	140.30019897823854
chr11:67347972-67347995	MYH13	44.60708378961711	20.664370392143663
chr19:3852282-3852305	CHKA	14.236303337111844	5.437992208458859
chr6:135780224-135780247	GRIN2B	225.8826796155079	209.90649924651194
chr7:119823752-119823775	2610020H08RIK	108.19590536205001	167.49016002053284
chr13:67408710-67408733	ZFP459	198.359159830425	282.7755948398606
chr12:11332145-11332168	VSNL1	208.7991156109737	352.381895108134
chr4:133221487-133221510	CD164L2	253.4061994005908	296.9143745818537
chr17:10777194-10777217	PACRG	103.45047091634606	103.3218519607183
chr1:5598619-5598642	OPRK1	108.19590536205001	76.13189091842402
chr10:28493091-28493114	PTPRK	14.236303337111844	14.138779741993032
chr5:147370462-147370485	FLT3	133.82125136885134	155.52657716192334
chr16:20621074-20621097	CAMK2N2	59.79247401586974	16.313976625376576
chr6:39404828-39404851	MKRN1	74.97786424212238	4.350393766767087
chr16:33062712-33062735	LMLN	182.22468271503158	45.67913455105441
chr18:3405752-3405775	CUL2	244.8644173983237	265.3740197727923
chr18:73970189-73970212	MAPK4	347.36580142552896	373.0462655002777
chr4:123909834-123909857	MYCBP	200.2573336087066	230.57086963865558
chr11:102155751-102155774	TMEM101	59.79247401586974	51.11712675951327
chr7:24141168-24141191	ZFP235	109.1449922511908	103.3218519607183
chr18:38252839-38252862	0610009O20RIK	58.84338712672895	25.014764158910747
chrX:8272636-8272659	SLC38A5	391.97288521514605	485.06890499453016
chr12:110279511-110279534	DIO3	29.421693563364474	6.52559065015063
chr7:13219769-13219792	VMN1R89	145.2102940385408	81.56988312688287
chrX:167244526-167244549	TLR8	156.59933670823028	156.6141756036151
chr17:62651015-62651038	EFNA5	94.90868891407895	87.00787533534174
chr2:88559718-88559741	OLFR1188	98.70503647064211	39.15354390090378
chr11:78404763-78404786	SLC13A2	520.0996152491526	369.78347017520235
chr18:36772259-36772282	HARS	56.945213348447375	0.0
chr11:82760450-82760473	CCT6B	84.46873313353026	178.36614443745054
chr7:103840204-103840227	HBB-BH2	149.95572848424476	291.4763823733948
chr2:28670936-28670959	TSC1	89.21416757923421	144.65059274500564
chr9:106241728-106241751	ALAS1	37.96347556563158	59.817914293047444
chr6:34356311-34356334	AKR1B8	55.04703957016579	4.350393766767087
chr15:69013398-69013421	KHDRBS3	134.7703382579921	141.3877974199303
chr10:86343957-86343980	TIMP3	112.94133980775395	65.2559065015063
chr6:37943425-37943448	TRIM24	110.09407914033159	58.73031585135567
chr7:99118265-99118288	UVRAG	80.67238557696712	146.82578962838917
chr2:178414010-178414033	PPP1R3D	182.22468271503158	158.78937248699867
chr10:24027581-24027604	TAAR7D	294.21693563364477	641.6830805981452
chr17:24474484-24474507	9930021D14RIK	137.61759892541448	240.35925561388154
chr16:32186561-32186584	BEX6	125.27946936658422	89.18307221872527
chr11:87146958-87146981	TRIM37	76.87603802040395	57.642717409663895
chr7:41481194-41481217	AW146154	185.07194338245395	576.427174096639
chr4:14773717-14773740	LRRC69	62.63973468329211	66.34350494319807
chr2:121236513-121236536	TRP53BP1	61.69064779415132	127.24901767793729
chr7:31125090-31125113	SCN1B	82.57055935524869	79.39468624349934
chr4:59213906-59213929	UGCG	27.523519785082897	17.401575067068347
chr16:4551744-4551767	TFAP4	85.41782002267105	77.21948936011579
chr10:82664650-82664673	GLT8D2	338.82401942326186	229.4832711969638
chr7:12152732-12152755	VMN1R78	109.1449922511908	276.25000418971
chr13:23357083-23357106	ZFP322A	130.02490381228816	117.46063170271134
chr8:92836008-92836031	MMP2	63.5888215724329	102.23425351902654
chr8:66704174-66704197	NPY1R	146.15938092768158	194.68012106282714
chr9:22424293-22424316	9530077C05RIK	75.92695113126317	203.3809085963613
chr8:83668074-83668097	PTGER1	44.60708378961711	88.0954737770335
chr11:97036095-97036118	LRRC46	140.46485959283686	104.40945040241007
chr2:32740452-32740475	6330409D20RIK	93.01051513579738	65.2559065015063
chr9:35171199-35171222	DCPS	119.58494803173949	118.5482301444031
chr4:129182327-129182350	S100PBP	176.53016138018685	139.21260053654677
chr2:90889555-90889578	C1QTNF4	24.67625911766053	40.24114234259555
chr5:116157608-116157631	CCDC60	52.199778902743425	88.0954737770335
chr5:113950441-113950464	SSH1	111.99225291861316	135.94980521147147
chr12:8227290-8227313	1110057K04RIK	409.0564492196803	427.4261875848663
chr11:87588731-87588754	SEP-04	104.39955780548685	82.65748156857465
chr7:5057881-5057904	CCDC106	126.22855625572501	67.43110338488984
chr15:34355566-34355589	9430069I07RIK	89.21416757923421	115.28543481932779
chr12:57238964-57238987	PRPS1L3	130.97399070142896	130.5118130030126
chr8:25038435-25038458	HTRA4	14.236303337111844	0.0
chr5:30419414-30419437	OTOF	68.33425601813684	28.277559483986064
chr12:73702447-73702470	PRKCH	66.43608223985527	20.664370392143663
chr9:27063259-27063282	NCAPD3	171.7847269344829	312.1407527655385
chr1:174430689-174430712	OLFR414	51.25069201360264	36.978347017520235
chr3:87922177-87922200	MRPL24	83.51964624438948	67.43110338488984
chr18:3423508-3423531	CUL2	260.9988945137171	138.125002094855
chr17:69259130-69259153	EPB4.1L3	90.163254468375	88.0954737770335
chr4:145148526-145148549	VPS13D	81.6214724661079	39.15354390090378
chr11:5837584-5837607	POLM	11.389042669689474	16.313976625376576
chr4:129181985-129182008	S100PBP	214.49363694581842	54.379922084588586
chr13:83635414-83635437	MEF2C	134.7703382579921	199.0305148295942
chr2:32299278-32299301	GOLGA2	182.22468271503158	127.24901767793729
chr18:3423535-3423558	CUL2	41.75982312219474	5.437992208458859
chr1:178237962-178237985	PPPDE1	197.41007294128423	269.72441353955935
chr11:120413582-120413605	NPLOC4	48.40343134618027	0.0
chr8:13167894-13167917	LAMP1	93.95960202493816	126.16141923624551
chr13:98636974-98636997	TMEM174	64.53790846157369	93.53346598549237
chr1:60132002-60132025	CARF	130.02490381228816	162.05216781207398
chr7:31125087-31125110	SCN1B	137.61759892541448	238.184058730498
chr19:12099220-12099243	OLFR1427	120.53403492088027	132.68700988639614
chr7:15945829-15945852	GLTSCR2	48.40343134618027	0.0
chr4:145178022-145178045	VPS13D	87.31599380095264	0.0
chr17:34611309-34611332	AGPAT1	74.02877735298158	195.7677195045189
chr2:88559705-88559728	OLFR1188	151.85390226252633	129.42421456132084
chr8:105483595-105483618	ZDHHC1	130.97399070142896	201.20571171297775
chr18:46932413-46932436	GM949	33.21804111992763	8.700787533534173
chr16:10791876-10791899	PRM2	61.69064779415132	35.89074857582847
chr13:49609267-49609290	OGN	131.92307759056973	129.42421456132084
chr13:100645017-100645040	RAD17	40.81073623305395	18.489173508760118
chr7:102928019-102928042	OLFR572	130.02490381228816	210.9940976882037
chr19:28901447-28901470	SLC1A1	116.73768736431711	66.34350494319807
chr9:43113476-43113499	TMEM136	88.26508069009343	137.03740365316324
chrX:102188328-102188351	RPS4X	56.945213348447375	1.0875984416917717
chr2:165381471-165381494	ZFP334	33.21804111992763	6.52559065015063
chr15:73544410-73544433	DENND3	86.36690691181185	231.65846808034738
chr9:49568397-49568420	NCAM1	52.199778902743425	16.313976625376576
chr6:116515954-116515977	OLFR212	85.41782002267105	63.080709618122754
chr4:88683601-88683624	IFNA2	135.7194251471329	213.16929457158724
chr17:31443196-31443219	PDE9A	49.35251823532106	158.78937248699867
chr1:37949951-37949974	LYG1	80.67238557696712	97.88385975225945
chr14:50238640-50238663	OLFR731	183.17376960417238	176.190947554067
chr16:20621078-20621101	CAMK2N2	194.56281227386185	150.08858495346448
chr10:79812330-79812353	PALM	214.49363694581842	149.0009865117727
chr7:5058073-5058096	CCDC106	132.87216447971053	79.39468624349934
chr6:34358171-34358194	AKR1B8	267.64250273770267	178.36614443745054
chr2:174457069-174457092	TUBB1	135.7194251471329	112.02263949425249
chr1:94024524-94024547	NEU4	142.36303337111843	337.1555169244492
chr9:95981782-95981805	XRN1	148.05755470596316	158.78937248699867
chr6:121638373-121638396	A2M	121.48312181002106	174.01575067068347
chr3:88726407-88726430	RIT1	54.097952681025006	30.452756367369606
chr13:12222153-12222176	MTR	196.46098605214343	182.71653820421764
chr15:5208424-5208447	TTC33	187.91920404987633	278.42520107309355
chr11:6515914-6515937	MYO1G	23.727172228519738	0.0
chr3:135612518-135612541	NFKB1	52.199778902743425	76.13189091842402
chr2:29145458-29145481	SETX	109.1449922511908	97.88385975225945
chr7:101902055-101902078	TOMT	61.69064779415132	36.978347017520235
chr4:150087930-150087953	GPR157	112.94133980775395	300.17716990692895
chr4:132728531-132728554	XKR8	135.7194251471329	90.27067066041705
chr2:36122845-36122868	RBM18	139.51577270369606	46.766732992746185
chr4:132205284-132205307	YTHDF2	93.01051513579738	114.19783637763602
chrX:35982723-35982746	DOCK11	89.21416757923421	142.47539586162208
chr2:23133714-23133737	MASTL	188.86829093901713	57.642717409663895
chr19:3852291-3852314	CHKA	47.454344457039475	50.029528317821494
chr18:40258539-40258562	KCTD16	84.46873313353026	32.62795325075315
chr2:121184368-121184391	TUBGCP4	303.70780452505267	143.56299430331387
chr2:33172451-33172474	RALGPS1	141.41394648197763	164.2273646954575
chr7:122754512-122754535	CACNG3	216.39181072410003	287.12598860662774
chr9:123660561-123660584	SLC6A20A	130.02490381228816	117.46063170271134
chr6:13075065-13075088	TMEM106B	114.83951358603554	210.9940976882037
chr7:19696909-19696932	APOE	95.85777580321974	169.66535690391638
chr7:4742129-4742152	SUV420H2	44.60708378961711	54.379922084588586
chr5:57720456-57720479	PCDH7	43.65799690047632	45.67913455105441
chr4:132205625-132205648	YTHDF2	74.02877735298158	68.51870182658162
chr13:100783527-100783550	CCNB1	119.58494803173949	69.60630026827339
chr9:50621167-50621190	PIH1D2	265.74432895942107	367.6082732918188
chr2:120986683-120986706	TMEM62	37.01438867649079	23.927165717218976
chr1:88411098-88411121	SPP2	158.49751048651186	323.0167371824562
chr1:173332553-173332576	DARC	109.1449922511908	185.97933352929294
chr13:100127950-100127973	SMN1	47.454344457039475	0.0
chr11:53618481-53618504	IL4	153.7520760408079	119.63582858609489
chr5:21425563-21425586	FAM185A	85.41782002267105	91.35826910210882
chr11:87145536-87145559	TRIM37	96.80686269236054	132.68700988639614
chr16:64926569-64926592	HTR1F	114.83951358603554	87.00787533534174
chr1:188983253-188983276	KCTD3	52.199778902743425	56.55511896797213
chr13:117656976-117656999	HCN1	34.16712800906842	23.927165717218976
chr5:135967995-135968018	SRCRB4D	16.134477115393423	18.489173508760118
chr11:119499835-119499858	A730011L01RIK	153.7520760408079	131.59941144470437
chr15:34838967-34838990	KCNS2	77.82512490954474	155.52657716192334
chr9:14592750-14592773	AMOTL1	89.21416757923421	72.8690955933487
chr2:130395861-130395884	CPXM1	80.67238557696712	69.60630026827339
chr7:101901274-101901297	TOMT	103.45047091634606	208.81890080482015
chrX:98150572-98150595	AR	21.82899845023816	17.401575067068347
chr3:107298017-107298040	SLC16A4	198.359159830425	447.00295953531815
chr17:10777189-10777212	PACRG	65.48699535071448	23.927165717218976
chrX:16886619-16886642	NDP	59.79247401586974	108.75984416917717
chr7:108124975-108124998	OLFR484	244.8644173983237	389.3602421256543
chr9:119341651-119341674	ACAA1A	24.67625911766053	0.0
chr17:21314341-21314364	VMN1R237	110.09407914033159	145.7381911866974
chr15:100353411-100353434	METTL7A2	63.5888215724329	11.963582858609488
chr7:86465670-86465693	OLFR299	166.09020559963818	77.21948936011579
chr12:84853709-84853732	LTBP2	245.8135042874645	356.7322888749011
chr9:44783962-44783985	IFT46	80.67238557696712	73.95669403504047
chr11:78305171-78305194	SPAG5	214.49363694581842	156.6141756036151
chr1:134971886-134971909	UBE2T	253.4061994005908	177.27854599575878
chr2:44064980-44065003	ARHGAP15	190.7664647172987	170.75295534560814
chr17:56113972-56113995	PLIN5	85.41782002267105	63.080709618122754
chr4:145155829-145155852	VPS13D	123.38129558830263	16.313976625376576
chr7:142898133-142898156	TH	46.50525756789869	59.817914293047444
chr8:104547712-104547735	CAR7	125.27946936658422	112.02263949425249
chr1:92983000-92983023	GPR35	79.72329868782631	51.11712675951327
chr2:27741868-27741891	RXRA	13.287216447971053	2.1751968833835433
chr3:116641852-116641875	HIAT1	62.63973468329211	122.8986239111702
chr5:143244523-143244546	ZFP12	57.89430023758816	32.62795325075315
chr4:58841507-58841530	AI314180	71.18151668555922	118.5482301444031
chr2:122639202-122639225	AA467197	109.1449922511908	132.68700988639614
chr8:13165937-13165960	LAMP1	52.199778902743425	32.62795325075315
chr8:27227991-27228014	ADRB3	134.7703382579921	220.78248366342964
chr1:174430815-174430838	OLFR414	74.97786424212238	26.10236260060252
chr18:34845951-34845974	REEP2	47.454344457039475	23.927165717218976
chr4:115785169-115785192	ATPAF1	95.85777580321974	216.43208989666257
chr14:37131637-37131660	GHITM	75.92695113126317	116.37303326101957
chrX:87419172-87419195	IL1RAPL1	60.74156090501053	108.75984416917717
chr8:121560401-121560424	FBXO31	75.92695113126317	140.30019897823854
chr14:18216648-18216671	NR1D2	300.86054385763026	213.16929457158724
chr15:98168556-98168579	AI836003	94.90868891407895	43.50393766767087
chr18:84871545-84871568	CYB5	140.46485959283686	164.2273646954575
chr9:21290816-21290839	CDKN2D	45.556170678757894	48.94192987612973
chr5:29346869-29346892	LMBR1	100.60321024892369	154.43897872023157
chr4:132538234-132538257	DNAJC8	207.8500287218329	95.7086628688759
chr11:103078436-103078459	PLCD3	142.36303337111843	228.39567275527205
chr9:66794194-66794217	APH1B	181.2755958258908	224.04527898850498
chr7:24140555-24140578	ZFP235	133.82125136885134	134.86220676977968
chr7:133699167-133699190	UROS	127.1776431448658	145.7381911866974
chr6:24637692-24637715	WASL	164.19203182135658	226.2204758718885
chr7:24229451-24229474	ZFP109	221.13724516980398	245.7972478223404
chr5:3968604-3968627	AKAP9	82.57055935524869	183.8041366459094
chr1:180067347-180067370	CDC42BPA	278.0824585182513	314.315949648922
chr1:162353641-162353664	DNM3	115.78860047517632	154.43897872023157
chr7:144520725-144520748	PPFIA1	56.945213348447375	68.51870182658162
chr7:12193451-12193474	VMN1R80	629.2446075003435	1158.2923404017367
chr7:28837746-28837769	LGALS4	87.31599380095264	142.47539586162208
chr4:56786719-56786742	IKBKAP	79.72329868782631	95.7086628688759
chr6:49417380-49417403	STK31	96.80686269236054	27.189961042294293
chr8:104309568-104309591	CMTM1	81.6214724661079	95.7086628688759
chr12:104266467-104266490	SERPINA3I	31.319867341646056	26.10236260060252
chr15:39119413-39119436	DCAF13	191.71555160643948	359.9950841999764
chr5:35066585-35066608	DOK7	16.134477115393423	15.226378183684803
chr7:142370940-142370963	6330512M04RIK	147.10846781682238	144.65059274500564
chr9:38723101-38723124	VWA5A	303.70780452505267	324.10433562414795
chr3:88726365-88726388	RIT1	60.74156090501053	162.05216781207398
chr3:94886596-94886619	PSMB4	37.96347556563158	0.0
chr8:43569456-43569479	ADAM26A	73.07969046384079	84.83267845195819
